,shapiq,pointbiserialr_r_pb,function,type,dataset,mehtod,ascending
0,0.021617219440563797,-0.39002598823856904,FilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
1,0.020702660851021702,-0.377249880751533,ScaleFeature,forest,Dataset1:151507,LOUVAIN,
2,0.01821918951440741,-0.27012992214106,FilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
3,0.011701648590399528,-0.2153356225705557,GaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
4,0.0073876048834690886,-0.07373586203520895,ScTransform,forest,Dataset1:151507,LOUVAIN,
5,0.007196097594089109,-0.06265903102627657,NormalizeTotal,forest,Dataset1:151507,LOUVAIN,
6,0.00685030399075099,-0.14809616377352713,ScaleFeaturexFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
7,0.006103149126796595,-0.13998238147858028,ScaleFeaturexFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
8,0.00570677312448956,-0.028164242714604916,ScTransformxFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
9,0.005397302630005841,,FilterGenesRegressionxFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
10,0.004041236108611739,0.10398852113513583,FilterGenesPlaceHolder,forest,Dataset1:151507,LOUVAIN,
11,0.0036068551477491874,-0.16928300034649726,FilterGenesTopKxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
12,0.0035594264236308423,-0.14907315399905408,FilterGenesRegressionxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
13,0.0035456350408695643,-0.17140863649656302,ScaleFeaturexGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
14,0.0032435221139321085,-0.09857559860873327,NormalizeTotalxFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
15,0.0031085865376757806,0.06216801173854885,NormalizeTotalLog1P,forest,Dataset1:151507,LOUVAIN,
16,0.002598897498445722,0.07911488112258588,HighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:151507,LOUVAIN,
17,0.002581357527162163,-0.041920869097206395,FilterGenesPlaceHolderxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
18,0.0023965304911042736,-0.10372735160867483,NormalizeTotalxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:151507,LOUVAIN,
19,0.002344953560296286,-0.07699499603649103,NormalizeTotalxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
20,0.002335152363992611,,NormalizeTotalxScTransform,forest,Dataset1:151507,LOUVAIN,
21,0.002332562412381119,-0.15037206075549478,ScTransformxFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
22,0.002327287007250611,0.06860488550459179,FilterGenesPlaceHolderxNormalizeTotal,forest,Dataset1:151507,LOUVAIN,
23,0.002299871112277695,0.07497852509832673,HighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:151507,LOUVAIN,
24,0.00223029199200735,-0.1525079420519176,NormalizeTotalxFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
25,0.002206561122537036,,ScTransformxScaleFeature,forest,Dataset1:151507,LOUVAIN,
26,0.0020516552500640644,-0.15914622091027353,FilterGenesPlaceHolderxFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
27,0.0020512176084974353,,NormalizeTotalxScaleFeature,forest,Dataset1:151507,LOUVAIN,
28,0.001960708156651994,,ScaleFeaturexFilterGenesRegressionxFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
29,0.0018701157409170453,0.06957524056057234,ScTransformxWeightedFeatureSVD,forest,Dataset1:151507,LOUVAIN,
30,0.0018467376947941048,0.21987232743447807,NormalizePlaceHolder,forest,Dataset1:151507,LOUVAIN,
31,0.00177838406649475,,ScTransformxScaleFeaturexFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
32,0.0017753899086221203,-0.09473492310561549,NormalizeTotalLog1PxFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
33,0.0017559611743077036,,ScTransformxFilterGenesRegressionxFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
34,0.0017498956854006458,0.07081639468605459,ScTransformxWeightedFeaturePCA,forest,Dataset1:151507,LOUVAIN,
35,0.001708759166834303,-0.05554602148470517,NormalizeTotalxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:151507,LOUVAIN,
36,0.0013767378883858112,0.056566658541362086,WeightedFeatureSVD,forest,Dataset1:151507,LOUVAIN,
37,0.0013764702969197428,-0.21370662686552416,FilterGenesPlaceHolderxFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
38,0.0013757829833635285,-0.06962751781895736,ScaleFeaturexFilterGenesRegressionxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
39,0.0013727749450951506,-0.2148251989550467,FilterGenesPlaceHolderxScaleFeature,forest,Dataset1:151507,LOUVAIN,
40,0.0012925143513694826,-0.09810518186573279,FilterGenesPlaceHolderxScTransformxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
41,0.001258896409922523,0.005289514802766987,FilterGenesScanpyOrder,forest,Dataset1:151507,LOUVAIN,
42,0.0012485808058435009,-0.06759856542660003,ScaleFeaturexFilterGenesTopKxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
43,0.0012167269510816657,0.050630043052174334,ScTransformxFilterGenesRegressionxWeightedFeaturePCA,forest,Dataset1:151507,LOUVAIN,
44,0.0011954943248593034,,NormalizeTotalLog1PxScTransform,forest,Dataset1:151507,LOUVAIN,
45,0.0011747280730021081,-0.08209901044682172,ScTransformxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:151507,LOUVAIN,
46,0.0011593183001144458,,NormalizeTotalxScTransformxFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
47,0.0010695875496261368,,FilterGenesRegressionxFilterGenesTopKxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
48,0.001065373686973967,0.04835163952884379,WeightedFeaturePCA,forest,Dataset1:151507,LOUVAIN,
49,0.0010541404565868112,,NormalizeTotalxNormalizeTotalLog1P,forest,Dataset1:151507,LOUVAIN,
50,0.0010109524249165634,,NormalizeTotalxScaleFeaturexFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
51,0.0010006097789973171,-0.0984686608575459,FilterGenesPlaceHolderxScaleFeaturexGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
52,0.0009897848894907656,-0.06558679206744472,FilterGenesPlaceHolderxNormalizeTotalxFilterGenesRegression,forest,Dataset1:151507,LOUVAIN,
53,0.0009762186204334675,,NormalizeTotalLog1PxScaleFeature,forest,Dataset1:151507,LOUVAIN,
54,0.0009749776429225074,-0.031909277538894346,FilterGenesPlaceHolderxScTransform,forest,Dataset1:151507,LOUVAIN,
55,0.0009746000484086418,,NormalizeTotalxFilterGenesRegressionxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:151507,LOUVAIN,
56,0.0009618478797885001,-0.09758809912094338,FilterGenesPlaceHolderxFilterGenesTopKxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
57,0.0009347976815958634,-0.08237463136285741,FilterGenesPlaceHolderxFilterGenesRegressionxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
58,0.0009288725130202801,-0.14986915196279194,NormalizeTotalLog1PxFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
59,0.0009242832000021212,0.045323988692392944,ScTransformxFilterGenesRegressionxWeightedFeatureSVD,forest,Dataset1:151507,LOUVAIN,
60,0.0009135382559862235,,ScTransformxScaleFeaturexFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
61,0.0009079054354172389,-0.0829689802674343,FilterGenesRegressionxWeightedFeaturePCA,forest,Dataset1:151507,LOUVAIN,
62,0.0009063205681459349,,NormalizeTotalxFilterGenesRegressionxFilterGenesTopK,forest,Dataset1:151507,LOUVAIN,
63,0.0008813593817950229,-0.1682064802716537,ScTransformxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
64,0.0008712203548120179,,NormalizeTotalxFilterGenesTopKxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:151507,LOUVAIN,
65,0.0008645762598565781,-0.04776173669616808,NormalizeTotalxFilterGenesRegressionxGaussRandProjFeature,forest,Dataset1:151507,LOUVAIN,
