,shapiq,pointbiserialr_r_pb,function,type,dataset,mehtod,ascending
0,0.010981057557979635,0.4064796229987336,HighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
1,0.008497984944726063,0.2782636513743022,HighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
2,0.006745875067695934,0.2298538842346195,FilterGenesPlaceHolder,forest,Dataset1:CARD_synthetic,CARD,
3,0.005678410968956205,0.2042506754417799,ScaleFeature,forest,Dataset1:CARD_synthetic,CARD,
4,0.0044735546472761106,0.17734889744196855,NormalizePlaceHolder,forest,Dataset1:CARD_synthetic,CARD,
5,0.00426342494882535,0.373819282665462,NormalizePlaceHolderxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
6,0.003981833632914892,0.37381928266546216,NormalizeTotalxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
7,0.003894167222044933,0.1586306188879423,NormalizeTotal,forest,Dataset1:CARD_synthetic,CARD,
8,0.0032619873773848773,-0.04008938119346643,FilterGenesTopK,forest,Dataset1:CARD_synthetic,CARD,
9,0.003142731039849949,-0.2626104079765256,NormalizeTotalLog1P,forest,Dataset1:CARD_synthetic,CARD,
10,0.0027646145542192004,-0.10909886713758364,NormalizeTotalLog1PxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
11,0.00240736089076625,0.373819282665462,NormalizePlaceHolderxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
12,0.002384345137501052,0.3738192826654621,NormalizeTotalxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
13,0.0023657874057796116,-0.1629770946970459,FilterGenesScanpyOrder,forest,Dataset1:CARD_synthetic,CARD,
14,0.0022809163840012683,,HighlyVariableGenesLogarithmizedByMeanAndDispxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
15,0.0022201925465703157,0.37381928266546205,ScaleFeaturexHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
16,0.0016632708043667422,-0.13146725178490642,FilterGenesScanpyOrderxFilterGenesTopK,forest,Dataset1:CARD_synthetic,CARD,
17,0.0016404031051505178,,NormalizePlaceHolderxScaleFeaturexHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
18,0.0015658060980021258,,NormalizeTotalxScaleFeaturexHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
19,0.0014715212216816426,0.11464466401346722,ScaleFeaturexHighlyVariableGenesRawCount,forest,Dataset1:CARD_synthetic,CARD,
20,0.0014176063640401226,,NormalizePlaceHolderxNormalizeTotalxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
21,0.0014171213015243256,,NormalizePlaceHolderxNormalizeTotal,forest,Dataset1:CARD_synthetic,CARD,
22,0.0014082345155093509,-0.008700550196339252,ScTransformxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
23,0.001347106579525741,0.11169330020106535,FilterGenesPlaceHolderxNormalizeTotal,forest,Dataset1:CARD_synthetic,CARD,
24,0.0013274583604092264,,NormalizePlaceHolderxNormalizeTotalxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
25,0.001322603038281803,0.020934131380349115,FilterGenesPlaceHolderxFilterGenesTopK,forest,Dataset1:CARD_synthetic,CARD,
26,0.0012293142599714387,,NormalizePlaceHolderxHighlyVariableGenesLogarithmizedByMeanAndDispxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
27,0.0012059057896944044,,NormalizeTotalxHighlyVariableGenesLogarithmizedByMeanAndDispxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
28,0.0011543056070007181,0.12171735230088741,FilterGenesPlaceHolderxNormalizePlaceHolder,forest,Dataset1:CARD_synthetic,CARD,
29,0.0011034508273570988,-0.1081295398116757,NormalizeTotalLog1PxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
30,0.0010220438403323524,,NormalizePlaceHolderxScaleFeature,forest,Dataset1:CARD_synthetic,CARD,
31,0.0010145928410204925,,FilterGenesTopKxHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
32,0.0009645547035518916,,FilterGenesTopKxHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
33,0.0008728524043040563,0.21379809593318708,FilterGenesPlaceHolderxScaleFeaturexHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
34,0.0008519551425489433,,NormalizeTotalxScaleFeature,forest,Dataset1:CARD_synthetic,CARD,
35,0.0008280121462410382,0.037572265727955606,ScaleFeaturexHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
36,0.0007683064218660335,,FilterGenesPlaceHolderxFilterGenesScanpyOrderxFilterGenesTopK,forest,Dataset1:CARD_synthetic,CARD,
37,0.000705788919421746,0.05875538639640266,FilterGenesPlaceHolderxScaleFeaturexHighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset1:CARD_synthetic,CARD,
38,0.0006878059612167986,,NormalizeTotalLog1PxScaleFeaturexHighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset1:CARD_synthetic,CARD,
39,0.0006515553516243932,-0.17992531198642917,HighlyVariableGenesRawCount,forest,Dataset1:CARD_synthetic,CARD,
40,,,FilterGenesMatch,apriori,Dataset1:CARD_synthetic,CARD,True
41,,,FilterGenesPercentile,apriori,Dataset1:CARD_synthetic,CARD,True
42,,,FilterGenesScanpyOrder,apriori,Dataset1:CARD_synthetic,CARD,True
43,,,NormalizeTotalLog1P,apriori,Dataset1:CARD_synthetic,CARD,True
44,,,FilterGenesMatchxFilterGenesPercentile,apriori,Dataset1:CARD_synthetic,CARD,True
45,,,FilterGenesMatchxFilterGenesScanpyOrder,apriori,Dataset1:CARD_synthetic,CARD,True
46,,,FilterGenesMatchxNormalizeTotalLog1P,apriori,Dataset1:CARD_synthetic,CARD,True
47,,,NormalizeTotalLog1PxFilterGenesPercentile,apriori,Dataset1:CARD_synthetic,CARD,True
48,,,NormalizeTotalLog1PxFilterGenesScanpyOrder,apriori,Dataset1:CARD_synthetic,CARD,True
49,,,FilterGenesMatchxFilterGenesPercentilexNormalizeTotalLog1P,apriori,Dataset1:CARD_synthetic,CARD,True
50,,,FilterGenesMatchxFilterGenesScanpyOrderxNormalizeTotalLog1P,apriori,Dataset1:CARD_synthetic,CARD,True
51,,,FilterGenesMatch,apriori,Dataset1:CARD_synthetic,CARD,False
52,,,FilterGenesPercentile,apriori,Dataset1:CARD_synthetic,CARD,False
53,,,FilterGenesPlaceHolder,apriori,Dataset1:CARD_synthetic,CARD,False
54,,,ScaleFeature,apriori,Dataset1:CARD_synthetic,CARD,False
55,,,FilterGenesMatchxFilterGenesPercentile,apriori,Dataset1:CARD_synthetic,CARD,False
56,,,FilterGenesPlaceHolderxFilterGenesMatch,apriori,Dataset1:CARD_synthetic,CARD,False
57,,,ScaleFeaturexFilterGenesMatch,apriori,Dataset1:CARD_synthetic,CARD,False
58,,,FilterGenesPlaceHolderxScaleFeature,apriori,Dataset1:CARD_synthetic,CARD,False
59,,,FilterGenesPlaceHolderxScaleFeaturexFilterGenesMatch,apriori,Dataset1:CARD_synthetic,CARD,False
60,0.02151650342206161,0.38539700455056347,HighlyVariableGenesLogarithmizedByMeanAndDisp,forest,Dataset2:GSE174746,CARD,
61,0.017924196390947,-0.2876220546147656,ScTransform,forest,Dataset2:GSE174746,CARD,
62,0.017295629218350157,-0.34573401226128403,ScaleFeature,forest,Dataset2:GSE174746,CARD,
63,0.017288615010815783,0.2685879178380056,HighlyVariableGenesLogarithmizedByTopGenes,forest,Dataset2:GSE174746,CARD,
64,0.014213124583966006,0.3281347982372664,NormalizeTotalLog1P,forest,Dataset2:GSE174746,CARD,
65,0.008371142642889321,,ScTransformxScaleFeature,forest,Dataset2:GSE174746,CARD,
